label,Quotes
SANDERS,"[' What we have got to do tonight, and I will do as president, is to tell the fossil fuel industry that their short-term profits are not more important than the future of this planet. And by the way, the fossil fuel industry is probably criminally liable, because they have lied and lied and lied, when they had the evidence that their carbon products were destroying the planet, and maybe we should think about prosecuting them as well.']"
BIDEN,"[' Number two, the fact of the matter is, we’re in a situation where if you noticed he hadn’t answered the question, this is about candor, honesty, big ideas. Let’s have a big idea. The tax of 2% the Senator’s talking about, that raises about $3 billion. Guess what, that leaves you about $28 billion short. The Senator said, before it’s going to cost you in your pay… There will be a deductible in your paycheck. You’re going to… The middle class person… Someone making 60 grand with three kids, they’re going to end up paying $5,000 more, they’re going to end up paying 4% more on their income tax. That’s a reality. Now, it’s not a bad idea if you like it. I don’t like it.']"
OROURKE,"[' So, I expect my fellow Americans to follow the law, the same way that we enforce any provision, any law that we have right now. We don’t go door-to-door to do anything in this country to enforce the law. I expect Republicans, Democrats, gun owners, non-gun owners alike…']"
OROURKE,[' Talking about this progressive agenda and winning more votes than any Democrat has ever won. That’s the way that we defeat Donald Trump in November of 2020.']
SANDERS,"[' Well, Rachel, sadly, we have a president who is not only a pathological liar, he is likely the most corrupt president in the modern history of America. But we cannot simply be consumed by Donald Trump, because if we are, you know what, we’re going to lose the election. Right now, you got 87 million people who have no health insurance or are underinsured. We are facing the great existential crisis of our time in terms of climate change. You got 500,000 people sleeping out on the street and you got 18 million people paying half of their limited incomes for housing. What the American people understand is that the Congress can walk and chew bubble gum at the same time. In other words, we can deal with Trump’s corruption, but we also have to stand up for the working families of this country, we also have to stand up to the fact that our political system is corrupt, dominated by a handful of billionaires and that our economy is rigged, with three people owning more wealth than the bottom half of America. We can do it all when we rally the American people in the cause of justice.']"
BOOKER,"[' But I’ll tell you this right now, this is the moment in America that this is our test, the spirit of our country, I believe in the values of rugged individualism and self-reliance, but think about our history, rugged individualism didn’t get us to the moon, it didn’t beat the Nazis, it didn’t map the human genome, it didn’t beat Jim Crow, everything we did in this country big and, Vice President, we have done so many big things, the fact that there’s an openly gay man, a black woman, all of us on the stage are because we in the past are all inheritors of a legacy of common struggle and common purpose.']"
KLOBUCHAR,"[' This is how we build a coalition, so we don’t just beat Donald Trump, we bring the US Senate to some sense, we send Mitch McConnell packing, this is how we win. So if you want to join us, and remember that this won’t be for me a personal victory, it’ll be a national victory of someone that wins in red districts and suburban purple districts and bright blue districts every single time. If you want to join us, and if you believe that our work doesn’t end on election day, but begins on inauguration day, join us, amyklobuchar.com, thank you.']"
KLOBUCHAR,"[' This is a pattern with this man and it goes to everything from how he has betrayed our farmers and our workers to what he has done with foreign affairs, leaving the Kurds for slaughter, sucking up to Vladimir Putin every minute of the day. That is what this guy does. And I think it is very, very important that we have a president that’s going to put our country first. So, I was thinking about this when I was at the Carter Presidential Museum and on the wall are etched the words of Walter Mondale when he looked back at their four years, not perfect. And he said this, “We told the truth, we obeyed the law, we kept the peace.” We told the truth, we obeyed the law, we kept the peace. That is the minimum that we should expect in a President of the United States.']"
BOOKER,"[' Russia and Putin understand strength, and this president, time and time again, is showing moral weakness. He makes promises to the American people that he’s going to protect this nation. Well, instead of doing something to defeat ISIS, he’s now given them a foothold again. This is an American president that even right now is lying to the American public and saying he’s bringing our troops home. At the same time, he’s increasing troop presence with the Saudis while they’re involved in an unjust war that is killing tens of thousands of children in Yemen. This president is making us less safe. He is partnering more with Putin than he is with Merkel and Macron. As president of the United States, I will stop this and restore American integrity abroad.']"
BUTTIGIEG,"[' When David Duke ran for Congress… Ran for governor, the Republican Party, 20 years ago, ran away from him. Today they are supporting naked racism in the White House, or at best silent about it. And if you are watching this at home and you are a Republican member of Congress, consider the fact that, when the sun sets on your career and they are writing your story, of all the good and bad things you did in your life, the thing you will be remembered for is whether, in this moment, with this president, you found the courage to stand up to him or you continued to put party over country.']"
BOOKER,"[' And I’m having deja vu all over again. I’m having deja vu all over again, ’cause we have another healthcare debate. And we’re not talking about the clear and existential threat in America, that we’re in a state that has had two Planned Parenthoods close. We are seeing all over this country women’s reproductive rights under attack, and God bless Kamala. But you know what women should not be the only ones taking up this cause and this fight.']"
WARREN,"[' I believe that abortion rights are human rights. I believe that they are also economic rights. And protecting the right of a woman to be able to make decisions about her own body is fundamentally what we do and what we stand for as a Democratic Party. Understand this, when someone makes abortion illegal in America, rich women will still get abortions. It’s just going to fall hard on poor women. It’s going to fall hard on girls, women who don’t even know that they’re pregnant because they have been molested by an uncle. I want to be an America where everybody has a chance, and I know it could be a hard decision for people, but here’s the thing, when it comes down to that decision, a woman should be able to call on her mother, she should be able to call on her partner, she should be able to call on her priest or her rabbi, but the one entity that should not be in the middle of that decision is the government.']"
WARREN,"[' Now, people who are struggling to pay healthcare are fighting today. People who are getting crushed by student loans are in a fight today. People who are getting stopped by the police, or paid less because of the color of their skin, are in a fight today. And anyone who doesn’t understand that Americans are already in these fights is not someone who’s likely to win them. For me this is about knowing what’s broken, knowing how to fix it. And yes, I’m willing to get out there and fight for it.']"
HARRIS,"[' But this is a critical point, if a black child has a black teacher before the end of third grade, they are 13% more likely to go to college. If that child has had two black teachers before the end of third grade, they are 32% more likely to go to college. So when we talk about investing in our public education system, it is at the source of so much. When we fix it, that will fix so many other things. We must invest in the potential of our children.']"
HARRIS,"[' And I’m running for president because I believe that we have to have leadership in this country who has worked with and have the experience of working with all folks, and we’ve got to recreate the Obama coalition to win, and that means about women, that’s people of color, that’s our LSteve BullockTQ community, that’s working people, that’s our labor unions, but that is how we are going to win this election, and I intend to win.']"
HARRIS,"[' Well, it’s just being observant because he has committed crimes in plain sight. I mean, it’s shocking, but he told us who he was. Maya Angelou told us years ago, “Listen to somebody when they tell you who they are the first time.” During that election, Donald Trump told us he could shoot somebody on 5th Avenue and get away with it. And he has consistently since he won been selling out the American people. He’s been selling out working people, he’s been selling out our values, he’s been selling out national security and on this issue with Ukraine, he has been selling out our democracy. Our framers imagined this moment, a moment where we would have a corrupt president. And our framers, then, rightly designed our system of democracy to say there will be checks and balances. This is one of those moments. And so Congress must act.']"
WARREN,"[' So I think it is really important that we actually talk about what we’re willing to get in the fight for. And I just want to give one example around this. Kamala Harris rightly raised the question of economic justice. Let me give a specific example, and that is student loan debt. Right now in America, African-Americans are more likely to borrow money to go to college, borrow more money while they’re in college and have a harder time paying that debt off after they get out. Today in America, a new study came out, 20 years out, Whites who borrowed money, 94% of them have paid off their student loan debt, 5% of African-Americans have paid it off. I believe that means everyone on this stage should be embracing student loan debt forgiveness, it will help close the black-white wealth gap. Let’s do something tangible and real to make change in this country.']"
WARREN,"[' And the third, we want to get something done in America, we have to get out there and fight for the things that touch people’s lives.']"
WARREN,"[' So, understand, taxing income is not going to get you where you need to be the way taxing wealth does, that the rich are not like you and me. The really, really billionaires are making their money off their accumulated wealth, and it just keeps growing. We need a wealth tax in order to make investments in the next generation. Look, I understand that this is hard, but I think as Democrats, we are going to succeed when we dream big and fight hard, not when we dream small and quit before we get started.']"
BUTTIGIEG,"[' Yes. Look, around the world, we will do whatever it takes to keep America safe. But I thought I was one of the last troops leaving Afghanistan, when I thought I was turning out the lights, years ago. Every time I see news about somebody being killed in Afghanistan, I think about what it was like. To hear an explosion over there and wonder whether it was somebody that I served with, somebody that I knew, a friend, roommate, colleague. We’re pretty close to the day when we will wake up to the news of a casualty in Afghanistan, who was not born on 9/11.']"
BOOKER,"[' Well, first of all, I think we all agree that we need to bring in a lot more revenue in this country. We actually have a real problem with the tax rates, tax loopholes, tax cheats. And I don’t agree with the wealth tax, the way that Elizabeth Warren puts it. But I agree that we need to raise the estate tax. We need to tax capital gains as ordinary income. Real strategies will increase revenue. But here’s the challenge. We as Democrats need to fight for a just taxation system. But as I travel around the country, we Democrats also have to talk about how to grow wealth, as well. When I stood in church recently and asked folks in a black church how many people here want to be entrepreneurs, half the church raised their hands.']"
BOOKER,"[' “So in school, we’re going to teach you how to hide.” There are more duck and cover drills, and shelter in place drills, in America now, than fire drills.']"
BUTTIGIEG,"[' And what I learned was that trust can be reciprocated, and that part of how you can win and deserve to win is to know what’s worth more to you than winning. And I think that’s what we need in the presidency right now, we have to know what we are about. And this election is not about any of us up here, it is not about this President, even though it’s hard to talk of anything else some days. It’s about the people who trust us with their lives, a kid wondering if we’re actually going to make their schools safe when they’ve learned active shooter drills before they’ve learned to read. A generation wondering whether we will actually get the job done on climate change. And if we hold to that, then it doesn’t matter what happens to each of us professionally, together we will win a better era for our country.']"
KLOBUCHAR,"[' And that’s what should have happened. So while I appreciate his work, I am someone that doesn’t come from money. I see my husband out there. My first Senate race, I literally called everyone I knew and I set what is still an all-time Senate record. I raised $17,000 from ex-boyfriends.']"
OROURKE,"[' Peace plan that calls for mandatory buybacks, let’s follow their inspiration and lead and not be limited by the polls, and the consultants, and the focus groups. Let’s do what…']"
BIDEN,"[' I know a lot about cancer. Let me tell you something. It’s personal to me. Let me tell you something. Every single person who is diagnosed with cancer or any other disease can automatically become part of this plan. They will not go bankrupt because of that. They will not go bankrupt because of that. They can join immediately. And we’re talking four, six, eight, 10 years depending on who you talk about before we get to Medicare for All. Come on, I’ve been there. You’ve been there. You know what it’s like. People need help now, hope now, and do something now.']"
SANDERS,"[' I think Joe is right; I think that it is the function of the attorney general. But what I am of the opinion is that the American people now do believe, and the more they see these impeachment hearings on television, they do believe that we have a president who thinks he’s above the law; we have a president who has engaged in corruption; we have a president who has obstructed justice, and in my view somebody who has violated the emoluments clause. I think Joe is right; that is the function of an independent Department of Justice, but my inclination is that the American people do believe that this president is in violation of the law.']"
SANDERS,"[' Alright? The American people do not want tax breaks for billionaires. They want the rich to start paying their fair share of taxes. A poll came out yesterday, 71% of Democrats support Medicare for all. The people of this country understand that we’ve got to make public colleges and universities tuition free. And more and more Americans, including Republicans, understand we need bold action if we’re going to save this planet for our children and our grandchildren. The way you win an election, in this time in history, is not the same old same old. You have to inspire people, you have to excite people. You’ve got to bring working people, and young people, and poor people into the political process.']"
OROURKE,"[' By the end of that trip not only had we formed a friendship but we had formed trust, we worked with each other on each other’s bills. I got Will to work with me on an immigration bill, showing party leaders from either side that Republicans and Democrats could work together on an otherwise contentious issue. And then across Texas, I mentioned winning more votes than any Democrat, we won independents and Republicans in record numbers as well. I will bring people in and together to face the common challenges that we have and to make sure that America rises to this opportunity.']"
STEYER,"[' As a result of taking away the rights of working people and organized labor, people haven’t had a raise, 90% of Americans have not had a raise for 40 years. If you took the minimum wage from 1980 and just adjusted it for inflation, you get 11 bucks. It’s seven and a quarter. If you included the productivity gains of American workers, it’d be over 20 bucks. There’s something wrong here. And that is that the corporations have bought our government. Our government has failed. That’s why I’m running for president because we’re not going to get any of the policies that everybody on this stage wants, healthcare, education, Green New Deal or minimum wage unless we break the power of these corporations.']"
STEYER,"[' Well, first of all, let me say this. Bernie Sanders is right. There have been 40 years where corporations have bought this government, and those 40 years have meant a 40-year attack on the rights of working people and specifically on organized labor. And the results are as shameful as Bernie Sanders says, both in terms of assets and in terms of income. It’s absolutely wrong, it’s absolutely undemocratic and unfair. I was one of the first people on this stage to propose a wealth tax. I would undo every Republican tax cut for rich people and major corporations. But there’s something else going on here that is absolutely shameful, and that’s the way the money gets split up in terms of earnings.']"
SANDERS,"[' Joe, you talked about working with Republicans and getting things done. But you know what you also got done? And I say this as a good friend. You got the disastrous war in Iraq done. You got a bankruptcy bill, which is hurting middle class families all over this country. You got trade agreements, like NAFTA and PNTR with China done, which have cost us 4 million jobs. Now, let’s get to Medicare for all. Let’s be honest. We spend twice as much per person as do the people of any other major country on Earth. And the answer is, if we have the guts that I would like to see the Democratic Party have that guts, to stand up to the drug companies and the insurance companies, and tell them that the function of healthcare is to guarantee care to all people, not to make a $100 billion in profit.']"
OROURKE,"[' I’ve always tried to bring people in to the solutions that we have to our common challenges regardless of the differences. I did that as a small business owner more than 20 years ago, making sure that we could get a small tech company off the ground in El Paso, Texas. Did it as a member of the city council where I saw my colleagues not as Republicans or Democrats but my fellow El Pasoans who had a responsibility to deliver for our community. As a member of Congress I remember being in San Antonio, I was visiting the VA there March of 2017, I found that my flight had been snowed in in Washington, DC. I happened to be in the elevator with a Republican member of Congress, Will Hurd, and on a whim I said, “Do you want to just rent a car and drive from San Antonio to Washington?” And he called my bluff, we got in that Chevy Impala, last car on the lot, it was spring break, drove 1600 miles across the country, live streamed the conversation, a Republican and a Democrat finding out what we had in common.']"
BIDEN,"[' Alright. Two points. You’ve got to defend the fact that today not only do we have 87 million people uninsured and underinsured, you’ve got to defend the fact that 500,000 Americans are going bankrupt. You know why they’re going bankrupt? Because they suffered a terrible disease, cancer or heart disease. Under my legislation, people will not go into financial ruin because they suffered with a diagnosis of cancer and our program is the only one that does that.']"
OROURKE,"[' This is not a purity test. This is a country that loses 40,000 of our fellow Americans every year to gun violence. This is a crisis and we’ve got to do something about it. And those challenges that you described are not mutually exclusive to the challenges that I’m describing. I want to make sure we have universal background checks and Red Flag laws and that we end the sale of these weapons of war. But to use the analogy of healthcare, it would be as though we said, “Look, we’re for primary care but let’s not talk about mental healthcare ’cause that’s a bridge too far. People need that primary care now. So let’s save that for another day.” No, let’s decide what we are going to believe in, what we are going to achieve, and let’s bring this country together in order to do that. Listening to my fellow Americans, to those moms who demand action, to those students who march for our lives, who in fact came up with this extraordinary bold…']"
SANDERS,"[' Well, I think the people of this country are catching on to the degree that this president thinks he is above the law. And what the American people are saying, nobody is above the law. And I think what the American people are also saying is, in fact, that if this president did break the law, he should be prosecuted like any other individual who breaks the law. But at the end of the day, what we need to do is to bring our people together not just in opposition to Trump. The initial question I think that you wrote, that somebody raised here, was that we are a divided nation. You know what? I kind of reject that. I think when you talk about the pain of working families in this country, the majority of the American people want to raise the minimum wage to a living wage.']"
BOOKER,"[' This is the first time in American history, this fall, where we have sent our children to school, the strongest nation on the planet Earth, and said to them, “We can’t protect you.”']"
BUTTIGIEG,"[' You know, as a military officer serving under, don’t ask, don’t tell and as an elected official in the state of Indiana when Mike Pence was Governor, at a certain point when it came to professional setbacks, I’d wonder whether just acknowledging who I was, was going to be the ultimate career-ending professional setback. I came back from the deployment and realized that you only get to live one life, and I was not interested in not knowing what it was like to be in love any longer, so I just came out. I had no idea what kind of professional setback it would be, especially ’cause inconveniently, it was an election year in my socially conservative community. What happened was that when I trusted voters to judge me based on the job that I did for them, they decided to trust me and re-elected me with 80% of the vote.']"
KLOBUCHAR,"[' Thank you. Well, I just… I’m someone that doesn’t come from money, and I appreciate the work of Tom Steyer. But right now, we have a system that’s not fair, and it’s not just fair for money. And so what I would do is start a constitutional amendment and pass it to overturn Citizens United. That’s what we should do so that we stop this dark money and outside money from coming into our politics. I have led the way on voting. And I can tell you right now, one solution that would make a huge difference in this state would be to allow every kid in the country to register to vote when they turn 18. If we had a system like this, and we did something about gerrymandering, and we stopped the voting purges, and we did something significant about making sure we don’t have money in politics from the outside, Stacey Abrams would be governor of this state right now.']"
BOOKER,"[' This election is not a referendum on one guy in one office, it’s a referendum on who we are and who we must be to each other. The next leader is going to have to be one amongst us Democrats that can unite us all, not throw elbows at other Democrats that are unfair, because the preparation is being the leader that can revive civic grace in our country, teach us a more courageous empathy, and remind America that patriotism is love of country, and you cannot love your country unless you love your fellow countrymen and women. And love is not sentimentality, it’s not anemic, love is struggle, love is sacrifice, love is the words of our founders who said at the end of the Declaration of Independence that if we’re ever going to make it as a nation we must mutually pledge to each other our lives, our fortunes and our sacred honor. I am running for president to restore that sacred honor and if you believe in that like I do, please join me by going to corybooker.com. Thank you.']"
BUTTIGIEG,"[' If we wanna start wiping away student debt, here’s where I would start. I would start with the for-profit colleges that took advantage of people, especially veterans, by the way. The moment I redeployed, my Facebook add feed started filling with ads from these for-profit colleges. Under President Obama, they were held accountable for whether they delivered results. President Trump, under a secretary of education, who regrettably is from this state, did away with those rules. There’s no accountability. On my watch, those colleges that turned the Department of Education into a predatory lender, that’s where we would begin when it came to getting rid of loans.']"
WARREN,"[' So I’m really shocked at the notion that anyone thinks I’m punitive. Look, I don’t have a beef with billionaires. My problem is, you made a fortune in America, you had a great idea, you got out there and worked for it, good for you. But you built that fortune in America, I guarantee you built it in part using workers all of us helped pay to educate. You built it in part getting your goods to market on roads and bridges all of us helped pay for. You built it at least in part protected by police and firefighters all of us helped pay the salaries for. And all I’m saying is, you make it to the top, the top one tenth of 1%, then pitch in two cents so every other kid in America has a chance to make it.']"
WARREN,"[' But understand this, it was a dream big, fight hard. People told me, “Go for something little. Go for something small. Go for something that the big corporations will be able to accept.”']"
WARREN,"[' If there are parts of the wall that are not useful in our defense, of course we should do it. The real point here is that we need to stop this man-made crisis at the border. Trump is the one who has created this crisis and he has done it in no small part by helping destabilize the governments even further in Central America. He has withdrawn aid. That means that families have to flee for their lives, have to flee for any economic opportunity. Now, when I found out that our government was actually taking away children from their families, I went down to the border, I went down there immediately. I was in McAllen, Texas, and I just hope everyone remembers what this looks like. There’s like a giant Amazon warehouse filled with cages of women, cages of men and cages of little girls and little boys.']"
HARRIS,"[' But the reality of it is that I don’t really think this impeachment process is going to take very long, because as a former prosecutor, I know a confession when I see it. And he did it in plain sight, he has given us the evidence, and he tried to cover it up putting it in that special server. And there’s been a clear consciousness of guilt. This will not take very long. Donald Trump needs to be held accountable. He is indeed the most corrupt and unpatriotic president we have ever had.']"
HARRIS,"[' That’s a great question, Anderson, because the Commander in Chief of the United States of America has, as one of her greatest priorities and responsibilities, to concern herself with the security of our nation and homeland. I serve on the Senate Intelligence Committee. I have over a period of time received classified information about the threats to our security in hotspots around the world. What has happened in Syria is yet again Donald Trump selling folks out. And in this case, he sold out the Kurds, who, yes, fought with us and thousands died in our fight against ISIS. And let’s be clear, what Donald Trump has done because of that phone call with Erdoğan is basically giving 10,000 ISIS fighters a get out of jail free card. And you know who the winner is in this? There are four', ' Russia, Iran, Assad, and ISIS. This is a crisis of Donald Trump’s making, and it is on a long list of crises of Donald Trump’s making. And that’s why dude got to go, and when I am Commander in Chief, we will stop this madness.']"
WARREN,"[' So you started this question with how you got something done. You know, following the financial crash of 2008, I had an idea for a consumer agency that would keep giant banks from cheating people. And all the Washington insiders and strategic geniuses said, “Don’t even try because you will never get it passed.” And sure enough, the big banks fought us, the Republicans fought us, some of the Democrats fought us, but we got that agency passed into law. It has now forced big banks to return more than $12 billion directly to people they cheated. I served in the Obama administration. I know what we can do by executive authority, and I will use it. In Congress, on the first day, I will pass my anti-corruption bill, which will beat back the influence of money and repeal the filibuster.']"
WARREN,"[' Yes. Think of it this way. Our housing problem in America is a problem on the supply side, and that means that the federal government stopped building new housing a long time ago, affordable housing. Also private developers, they’ve gone up to McMansions. They’re not building the little two-bedroom, one bath house that I grew up in, garage converted to be a bedroom for my three brothers. So, I’ve got a plan for 3.2 million new housing units in America. Those are housing units for working families, for the working poor, for the poor poor, for seniors who want to age in place, for people with disabilities, for people who are coming back from being incarcerated. It’s about tenants’ rights.']"
WARREN,"[' It is an honor to be here, to be in this fight, I know what’s broken, I know how to fix it. And we are building a grassroots movement to get it done, that includes everyone.']"
HARRIS,"[' My first grade teacher, Mrs. Frances Wilson, God rest her soul, attended my law school graduation. I think most of us would say that we are not where we are without the teachers who believed in us. I have offered in this campaign a proposal to deal with this, which will be the first in the nation of federal investment in closing the teacher pay gap, which is $13,500 a year. Because right now in our public schools, our teachers, 94% of them are coming out of their own pocket to help pay for school supplies. And that is wrong. I also want to talk about where we are here at Tom SteyerU and what it means in terms of HBCUs. I have as part of my proposal that we will put $2 trillion into investing in our HBCUs for teachers, because one, as a proud graduate of a historically black college and university, I will say that it is our HBCUs that disproportionately produce teachers and those who serve in these many professions. But also…']"
BOOKER,"[' So, look, this president has broken norms, as you’ve said. He used his platforms to demean, degrade, and divide this country in ways that are repugnant and appalling. But the next president, whoever they are, is going to have to be someone who can heal and bring this nation together, this whole nation. So, absolutely, in that office I will do whatever it takes to make sure we bring this country together. But it’s not for a Kumbaya moment. We are a nation that achieves great things when we stand together and work together and fight together.']"
BUTTIGIEG,"[' What we owe to those survivors is to actually deliver a solution. I’m glad you offered up that analogy to healthcare, because this is really important. We are at the cusp of building a new American majority. To actually do things that congressmen and senators have been talking about with almost no impact for my entire…']"
KLOBUCHAR,"[' Like Reagan, who met and worked with Gorbachev. These issues of national security are incredibly important. I will meet with and do what is necessary to make sure that no more of our brothers and sisters in uniform are needlessly sent into harm’s way, fighting regime change wars that undermine our national security. I’ll bring real leadership and experience to the White House.']"
KLOBUCHAR,"[' I looked at this economically, and I want to make sure that we help people, because as was just pointed out, we are way behind the curve, our country is, when it comes to providing paid family leave and child care. We must do this, and we will do this if we have the right person heading up the ticket so we can win big. But what I have done with all of my plans is I have shown how I am going to pay for them, meticulously; I think that is really, really important when we have a president in the White House right now who has told over 10,000 lies. So when you look at my website, at AmyKlobuchar.com, you will see my plans, and you’re also going to see how I’m going to pay for it. And I think that is so important, because this president is literally increasing the debt, treating our farmers and workers like poker chips in a bankrupt casino, and really putting this country in a worse financial situation every single day. So yes, my plan is three months. I think that’s good. I’d love to do more.']"
BOOKER,"[' First of all I just want to respond by… We’ve got one shot to make Donald Trump a one-term president, and how we talk about each other in this debate actually really matters. I’ve had the privilege of working with or being friends with everybody on this stage and tearing each other down because we have a different plan to me, is unacceptable. I have seen this script before, it didn’t work in 2016.']"
BUTTIGIEG,"[' As an urban mayor serving a diverse community, the racial divide lives within me. I’m not saying that I became mayor and racism or poverty ended on my watch. But in our city, we have come together repeatedly to tackle challenges, like the fact that far too many people were not getting the help they needed in their housing and so we directed it to a historically underinvested African-American neighborhood. Right now, in the wake of a police-involved shooting, our community is moving from hurting to healing by making sure that the community can participate in things like revising the use of force policy and making sure there are community voices on the Board of Safety that handles police matters.']"
SANDERS,"[' Second of all… Maybe you did that and made money off of healthcare but our job is to run a nonprofit healthcare system. Furthermore, furthermore, when we save 500 billion dollars a year by ending all of the incredible complexities that are driving every American crazy trying to deal with the health insurance company hospitals will be better off…']"
SANDERS,"[' Well, let me just say this. One of the big differences between the Vice President and myself is he supported the terrible war in Iraq and I helped lead the opposition against it. And not only that, I voted against the very first Gulf War as well. And I think we need a foreign policy which understands who our enemies are, that we don’t have to spend more money on the military than the next 10 nations combined. But to answer your question, yeah, I think it is time… After spending many trillions of dollars on these endless wars which have resulted in more dislocation and mass migrations and pain in that region, it is time to bring our troops home.']"
OROURKE,"[' Yes, we must be unafraid in ensuring that we hold Russia accountable for invading the world’s greatest democracy, and being able to do it, thanks to Donald Trump functionally with impunity so far, so much so, that they are invading this democracy right now as we speak, still at the invitation of this president. So if there are not consequences, we will continue to see this problem going forward. But in addition, y ademas, to answer the previous question that you asked. How do we stand up to Russia on the global stage? We do that by renewing our alliances and our friendships. That is what makes America stronger. There isn’t enough money in this country. There aren’t enough service members as brave and courageous as they are to do everything that we want to accomplish militarily around the world, and the Kurds are a case in point. In fact, because we turned our backs on them, those Kurds who fought for us in Syria, helped to defeat ISIS, not just for themselves, but for the United States of America, it makes it more likely that we will have to send another generation of service members to fight those battles there.']"
BIDEN,"[' That will be for the voters to decide that question. Let me tell you what I think. I think we should have a debate on healthcare. I know that the Senator says she’s for Bernie. Well, I’m for Barack. I think the Obamacare worked. I think the way we add to it, replace everything that’s been cut, add a public option, guarantee that everyone will be able to have affordable insurance, number one. Number two, I think we should be in a position of taking a look at what costs are. My plan for healthcare costs a lot of money, it costs $740 billion, it doesn’t cost $30 trillion, 3.4 trillion a year, it turns out, is twice what the entire federal budget is, that’s before it exists now, without interest on the debt.']"
SANDERS,"[' When you have a half a million Americans sleeping out on the street today, when you have 87 million people uninsured or under-insured, when you got hundreds of thousands of kids who cannot afford to go to college, and millions struggling with the oppressive burden of student debt. And then you also have three people owning more wealth than the bottom half of American society, that is a moral and economic outrage. And the truth is, we cannot afford to continue this level of income and wealth inequality, and we cannot afford a billionaire class whose greed and corruption has been at war with the working families of this country for 45 years. So if you’re asking me, do I think we should demand that the wealthy start paying… The wealthiest, top one-tenth of 1% start paying their fair share of taxes so we can create a nation and a government that works for all of us, yes, that’s exactly what I believe.']"
STEYER,"[' The reason I’m running for president is that we have a broken government, and we have a broken government because corporations have bought it. And every single one of these conversations is about that broken government. It’s about drug companies buying the government and getting what they want. It’s about the gun manufacturers buying the government and getting what they want. We need to break the corporate stranglehold on our government. I’ve put forward actual structural changes including term limits, a national referendum, the end to the idea that corporations are people and have the rights of American citizens politically, and make it a lot easier to vote. These corporations have taken over our government and 72,000 deaths last year are the tragic result.']"
STEYER,"[' Look, I agree with Elizabeth Warren that, in fact, monopolies have to be dealt with. They either have to be broken up or regulated, and that’s part of it. But we have to understand that Mr. Trump is going to be running on the economy. He’s going to be saying he’s the person who can make it grow. I started a business from scratch, one room, no employers, and built a multi-billion dollar international business. We’re going to have to show the American people that we don’t just know how to tax and have programs to break up companies, but also talk about prosperity, talk about investing in the American people, talk about harnessing the innovation and competition of the American private sector. In fact, if we want to beat Mr. Trump, I think somebody who can go toe to toe with him and show him to be a fraud and a failure as a business person, and a fraud and a failure as a steward of the American economy is going to be necessary. He is one. His tax plan’s a failure. His trade war is a failure. I would love to take him on as a real businessman and show them in fact he’s failed the American people and he has to go.']"
SANDERS,"[' Let me… I’m more than happy to answer your question, but I wanted to pick up on what Kamala and Cory and others have said. Let’s take a deep breath. Take a look at this opioid epidemic. You have executives, CEOs of major pharmaceutical companies making tens of millions of dollars a year. And in this particular case with the opioids, they knew that they were selling a product to communities all over this country which were addicting people and killing them. And last year, the top 10 drug companies made $69 billion in profit. This is what unfettered capitalism is doing to this country. And it’s not just the drug companies; right now, the CEOs in the fossil fuel industry know full well that their product is destroying this world. And they continue to make huge profits.']"
SANDERS,"[' But unlike Trump, I will not do it through a tweet at three o’clock in the morning. I will do it working with the international community. And if it’s necessary to negotiate with the Taliban, of course, we will do that. But at the end of the day, we have to rethink the entire war on terror which has caused so much pain and lost so many lives, not only for our own men and women in the armed forces, but for people in that region as well.']"
BIDEN,"[' How are we going to pay for it? I want to hear tonight how that’s happening. Thus far, my distinguished friend, the Senator on my left has not indicated how she pays for it. And the Senator has in fact come forward and said how he’s going to pay for it, but he gets about halfway there. There’s a lot of other things that need to be done. I have a bold plan to deal with making sure we triple the money for at risk schools, that are Title 1 schools from $15 to $45 billion a year. But I go down the line and each of the things we’re talking about, I lay out how I can pay for it, how I can get it done and why it’s better.']"
OROURKE,"[' And then lastly, as General Mattis, who was invoked earlier, has said, “We have two powers, one of intimidation and one of inspiration.” We need to now focus on that latter power and make sure that we invest in diplomacy in our State Department and peacefully and non-violently resolving our foreign policy goals. Not on the backs of 18 and 19 and 20-year-olds anymore, but making sure that our diplomats are invested in, have the focus necessary by this next president to make that they can accomplish those goals for this country and for the world.']"
SANDERS,"[' We’ll have strong border protections. But the main point I wanna make is that what Trump is doing, through his racism and his xenophobia is demonizing a group of people. And as President, I will end that demonization. If a mother and a child walk thousands of miles on a dangerous path, in my view they are not criminals.']"
BUTTIGIEG,"[' This happened in my community, 20 years before I was born, and when I was growing up, we were still picking up the pieces. Empty factories, empty houses, poverty. I know exactly what happens to a community when these closures take place, and there will be more. It’s why we actually need to put the interests of workers first. Of course, we need to do retraining, we’re doing it now in South Bend, we should continue to do it. But this is so much bigger than a trade fight, this is about a moment when the economy is changing before our eyes. There are people in the gig economy who go through more jobs in a week than my parents went through in their lifetime. It’s why I’ve proposed that we allow gig workers to unionize, because a gig is a job, and a worker is a worker.']"
