label,Quotes,clean_quote,final_clean,char_count,word_count,word_density,punctuation_count,title_word_count,upper_case_word_count
SANDERS,"[' But I think at the end of the day, what I appreciate is that we have got to end the hatred that Trump is fostering on our people, the divisiveness, trying to divide us up by the color of our skin, or where we were born, or our sexual orientation, or our religion. And there is no job that I would undertake with more passion than bringing our people together around an agenda that works for every man, woman and child in this country rather than the corporate elite and the 1%. A progressive agenda that stands for all is the way that we transform this country.']",think end day appreciate got end hatred trump fostering divisiveness trying divide us color skin born sexual orientation religion job would undertake passion bringing together around agenda works every man woman child country rather corporate elite 1 progressive agenda stands way transform country,think end day appreciate got end hatred trump fostering divisiveness trying divide u color skin born sexual orientation religion job would undertake passion bringing together around agenda work every man woman child country rather corporate elite 1 progressive agenda stand way transform country,6,7,6,6,3,5
SANDERS,"[' You talked about the need to make climate change a national emergency, I’ve introduced legislation to just do that. Now, I disagree with the thrust of the original question. You asked your question and said, “What are we going to do in decades?” We don’t have decades. What the scientists are telling us, if we don’t get our act together within the next eight or nine years, we’re talking about cities all over the world, major cities going under water. We’re talking about increased drought, talking about increased extreme weather disturbances. The United Nations is telling us that in the years to come, there are going to be hundreds of millions of climate refugees, causing national security issues all over the world.']",talked need make climate change national emergency ive introduced legislation disagree thrust original question asked question said “what going decades” dont decades scientists telling us dont get act together within next eight nine years talking cities world major cities going water talking increased drought talking increased extreme weather disturbances nations telling us years come going hundreds millions climate refugees causing national security issues world,talked need make climate change national emergency ive introduced legislation disagree thrust original question asked question said “what going decades” dont decade scientist telling u dont get act together within next eight nine year talking city world major city going water talking increased drought talking increased extreme weather disturbance nation telling u year come going hundred million climate refugee causing national security issue world,8,8,12,9,4,1
OROURKE,"[' Look, we’re going to make sure that the priority is saving the lives of our fellow Americans. I think almost everyone on this stage agrees that it’s not right. And as president, I would seek to ban the sale of AR-15s and Amy Klobuchar-47s. Those are weapons of war. They were designed to kill people effectively, efficiently on a battlefield. You mentioned the massacre in Dayton. Nine people killed in under 40 seconds. In El Paso, Texas, 22 were killed in under three minutes. And the list goes on throughout the country. So if the logic begins with those weapons being too dangerous to sell, then it must continue by acknowledging with 16 million AR-15s and Amy Klobuchar-47s out there, they are also too dangerous to own. Every single one of them is a potential instrument of terror. Just ask Hispanics in Texas. Univision surveyed them, more than 80% feared that they would be a victim of a mass terror attack like the one in El Paso that was targeted at Mexican-Americans and immigrants, inspired in part by this president’s racism and hatred that he’s directed at communities like mine in El Paso.']",look going make sure priority saving lives fellow americans think almost everyone stage agrees right president would seek ban sale ar15s amy klobuchar47s weapons war designed kill effectively efficiently battlefield mentioned massacre dayton nine killed 40 seconds el paso texas 22 killed three minutes list goes throughout country logic begins weapons dangerous sell must continue acknowledging 16 million ar15s amy klobuchar47s also dangerous every single one potential instrument terror ask hispanics texas univision surveyed 80 feared would victim mass terror attack like one el paso targeted mexicanamericans immigrants inspired part presidents racism hatred hes directed communities like mine el paso,look going make sure priority saving life fellow american think almost everyone stage agrees right president would seek ban sale ar15s amy klobuchar47s weapon war designed kill effectively efficiently battlefield mentioned massacre dayton nine killed 40 second el paso texas 22 killed three minute list go throughout country logic begin weapon dangerous sell must continue acknowledging 16 million ar15s amy klobuchar47s also dangerous every single one potential instrument terror ask hispanic texas univision surveyed 80 feared would victim mass terror attack like one el paso targeted mexicanamericans immigrant inspired part president racism hatred he directed community like mine el paso,14,14,10,15,14,2
BIDEN,"[' Okay, number one, my healthcare plan does significantly cut the cost. The largest out-of-pocket payment you’ll pay is $1,000. You’ll be able to get into a… Anyone who can’t afford it, gets automatically enrolled in the Medicare-type option we have, etcetera. But guess what, of the 160 million people who like their healthcare now, they can keep it. If they don’t like it, they can leave. Number one.']",okay number one healthcare plan significantly cut cost largest outofpocket payment youll pay 1000 youll able get anyone cant afford gets automatically enrolled medicaretype option etcetera guess 160 million like healthcare keep dont like leave number one,okay number one healthcare plan significantly cut cost largest outofpocket payment youll pay 1000 youll able get anyone cant afford get automatically enrolled medicaretype option etcetera guess 160 million like healthcare keep dont like leave number one,4,3,11,10,2,0
OROURKE,"[' Yes, we will follow through regardless of the political consequences or who it offends, because this is the very future of our planet and our ability for our children and grandchildren to be able to survive on it. We will make sure that we get to net zero greenhouse gas emissions no later than the year 2050, that we are halfway there by 2030, that we mobilize $5 trillion over the next 10 years to do that, that we invest here in Houston, Texas with pre-disaster mitigation grants to protect those communities that are vulnerable to flooding. Given the fact that this town has seen three 500-year floods in just five years, you’d like to think you’re good for 1500 years, but you’re not. They’re coming faster, and larger, and more devastating than ever.']",yes follow regardless political consequences offends future planet ability children grandchildren able survive make sure get net zero greenhouse gas emissions later year 2050 halfway 2030 mobilize 5 trillion next 10 years invest houston texas predisaster mitigation grants protect communities vulnerable flooding given fact town seen three 500year floods five years youd like think youre good 1500 years youre theyre coming faster larger devastating ever,yes follow regardless political consequence offends future planet ability child grandchild able survive make sure get net zero greenhouse gas emission later year 2050 halfway 2030 mobilize 5 trillion next 10 year invest houston texas predisaster mitigation grant protect community vulnerable flooding given fact town seen three 500year flood five year youd like think youre good 1500 year youre theyre coming faster larger devastating ever,9,9,9,9,2,0
BIDEN,"[' I’m so tired of everybody walking around like, “Woe is me. What are we going to do?” Let’s remember, this is the United States of America. There has never, ever, ever been a time when we set our mind to do something, we’ve been unable to do it. Never. Never, never. So it’s time to remember the word, get up! Let’s take back this country and lead the world again, it’s within our power to do it. Get up and take it back!']",im tired everybody walking around like “woe going do” lets remember states never ever ever time set mind something weve unable never never never time remember word get lets take back country lead world within power get take back,im tired everybody walking around like “woe going do” let remember state never ever ever time set mind something weve unable never never never time remember word get let take back country lead world within power get take back,4,5,5,9,4,0
BUTTIGIEG,"[' We have all put out highly similar visions on climate. It is all theoretical. We will deal with climate, if and only if, we win the presidency. If and only if we beat Donald Trump. Nominate me and you get to see the President of the United States stand next to an American war veteran, and explain why he chose to pretend to be disabled when it was his chance to serve. Nominate me and we will have a different conversation with American voters about why the President of the United States thinks you’re a sucker, when the problem in your life is your paycheck is not going up nearly as fast as the cost of housing, or the cost of education.']",put highly similar visions climate theoretical deal climate win presidency beat donald trump nominate get see president states stand next war veteran explain chose pretend disabled chance serve nominate different conversation voters president states thinks youre sucker problem life paycheck going nearly fast cost housing cost education,put highly similar vision climate theoretical deal climate win presidency beat donald trump nominate get see president state stand next war veteran explain chose pretend disabled chance serve nominate different conversation voter president state think youre sucker problem life paycheck going nearly fast cost housing cost education,7,8,6,6,7,0
BIDEN,"[' Distinction; should he be impeached and should he be thrown out of office? That’s one question. He’s very close to impe… He’s indicted himself. Number two, after he’s thrown out of office, or after he’s defeated, should he be then prosecuted? Should he be prosecuted for a criminal offense while he was president? That’s a judgment to be made by an attorney general.']",distinction impeached thrown office thats one question hes close impe hes indicted number two hes thrown office hes defeated prosecuted prosecuted criminal offense president thats judgment made attorney general,distinction impeached thrown office thats one question he close impe he indicted number two he thrown office he defeated prosecuted prosecuted criminal offense president thats judgment made attorney general,3,3,10,6,1,0
STEYER,"[' But I also want to point out that Anderson’s right. Two years ago, I started the Need to Impeach movement because I knew there was something desperately wrong at 1600 Pennsylvania Avenue, that we did have the most corrupt president in the country and that only the voice and the will of the American people would drag Washington to see it as a matter of right and wrong, not of political expediency. So, in fact, impeaching and removing this president is something that the American people are demanding, they’re the voice that counts and that’s who I went to, the American people.']",also want point andersons right two years ago started need impeach movement knew something desperately wrong 1600 pennsylvania avenue corrupt president country voice would drag washington see matter right wrong political expediency fact impeaching removing president something demanding theyre voice counts thats went,also want point anderson right two year ago started need impeach movement knew something desperately wrong 1600 pennsylvania avenue corrupt president country voice would drag washington see matter right wrong political expediency fact impeaching removing president something demanding theyre voice count thats went,6,6,10,6,7,5
BIDEN,"[' Yeah, I was. I think it is the existential threat to humanity. It’s the number one issue, and I might add, I don’t really need kind of a lecture from my friend. While I was passing the first climate change bill and that PolitiFact said was a game changer, while I managed the $90 billion recovery plan investing more money in infrastructure that related to clean energy than any time we’ve ever done it, my friend was producing more coal mines and produced more coal around the world, according to the press, than all of Great Britain produces. Now, I welcome him back into the fold here, and he’s been there for a long while. But the idea that we talk about where we started and how we are, let’s get this straight, I think it is the existential threat of all time.']",yeah think existential threat humanity number one issue might add dont really need kind lecture friend passing first climate change bill politifact said game changer managed 90 billion recovery plan investing money infrastructure related clean energy time weve ever done friend producing coal mines produced coal around world according press great britain produces welcome back fold hes long idea talk started lets get straight think existential threat time,yeah think existential threat humanity number one issue might add dont really need kind lecture friend passing first climate change bill politifact said game changer managed 90 billion recovery plan investing money infrastructure related clean energy time weve ever done friend producing coal mine produced coal around world according press great britain produce welcome back fold he long idea talk started let get straight think existential threat time,9,9,7,10,6,10
BUTTIGIEG,"[' Still the conversation that we’ve been having for the last 20 years. Of course we need to get money out of politics. But when I propose the actual structural Democratic reforms that might make a difference, end the Electoral College, amend the constitution, if necessary, to clear up Citizens United, have DC actually be a state, and depoliticize the Supreme Court with structural reform, people look at me funny, as if this country were incapable of structural reform. Does anybody really think we’re gonna overtake Citizens United without constitutional action? This is a country that once changed its constitution so you couldn’t drink, and then changed it back because we changed our minds about that.']",still conversation weve last 20 years course need get money politics propose actual structural democratic reforms might make difference end electoral college amend constitution necessary clear citizens dc actually state depoliticize supreme court structural reform look funny country incapable structural reform anybody really think gonna overtake citizens without constitutional action country changed constitution couldnt drink changed back changed minds,still conversation weve last 20 year course need get money politics propose actual structural democratic reform might make difference end electoral college amend constitution necessary clear citizen dc actually state depoliticize supreme court structural reform look funny country incapable structural reform anybody really think gonna overtake citizen without constitutional action country changed constitution couldnt drink changed back changed mind,8,7,13,8,7,2
OROURKE,"[' We’re also going to make sure that we free ourselves from a dependence on fossil fuels and embrace renewable wind and solar energy technology, as well as the high-paying, high-skill, high-wage jobs that come along with that. And then we’re going to pay farmers for the environmental services that they want to provide. Planting cover crops, keeping more land under conservation, using no-till farming, regenerative agriculture can pull carbon out of the air and can drive it and sequester it into the soil. That’s the way that we’re going to meet this challenge, and we’re going to bring everyone into the solution.']",also going make sure free dependence fossil fuels embrace renewable wind solar energy technology well highpaying highskill highwage jobs come along going pay farmers environmental services want provide planting cover crops keeping land conservation using notill farming regenerative agriculture pull carbon air drive sequester soil thats way going meet challenge going bring everyone solution,also going make sure free dependence fossil fuel embrace renewable wind solar energy technology well highpaying highskill highwage job come along going pay farmer environmental service want provide planting cover crop keeping land conservation using notill farming regenerative agriculture pull carbon air drive sequester soil thats way going meet challenge going bring everyone solution,7,6,12,8,0,0
SANDERS,"[' What we have got to do tonight, and I will do as president, is to tell the fossil fuel industry that their short-term profits are not more important than the future of this planet. And by the way, the fossil fuel industry is probably criminally liable, because they have lied and lied and lied, when they had the evidence that their carbon products were destroying the planet, and maybe we should think about prosecuting them as well.']",got tonight president tell fossil fuel industry shortterm profits important future planet way fossil fuel industry probably criminally liable lied lied lied evidence carbon products destroying planet maybe think prosecuting well,got tonight president tell fossil fuel industry shortterm profit important future planet way fossil fuel industry probably criminally liable lied lied lied evidence carbon product destroying planet maybe think prosecuting well,4,4,9,5,1,1
BIDEN,"[' Number two, the fact of the matter is, we’re in a situation where if you noticed he hadn’t answered the question, this is about candor, honesty, big ideas. Let’s have a big idea. The tax of 2% the Senator’s talking about, that raises about $3 billion. Guess what, that leaves you about $28 billion short. The Senator said, before it’s going to cost you in your pay… There will be a deductible in your paycheck. You’re going to… The middle class person… Someone making 60 grand with three kids, they’re going to end up paying $5,000 more, they’re going to end up paying 4% more on their income tax. That’s a reality. Now, it’s not a bad idea if you like it. I don’t like it.']",number two fact matter situation noticed hadnt answered question candor honesty big ideas lets big idea tax 2 senators talking raises 3 billion guess leaves 28 billion short senator said going cost pay deductible paycheck youre going middle class person someone making 60 grand three kids theyre going end paying 5000 theyre going end paying 4 income tax thats reality bad idea like dont like,number two fact matter situation noticed hadnt answered question candor honesty big idea let big idea tax 2 senator talking raise 3 billion guess leaf 28 billion short senator said going cost pay deductible paycheck youre going middle class person someone making 60 grand three kid theyre going end paying 5000 theyre going end paying 4 income tax thats reality bad idea like dont like,8,8,7,14,4,1
OROURKE,"[' So, I expect my fellow Americans to follow the law, the same way that we enforce any provision, any law that we have right now. We don’t go door-to-door to do anything in this country to enforce the law. I expect Republicans, Democrats, gun owners, non-gun owners alike…']",expect fellow americans follow law way enforce provision law right dont go doortodoor anything country enforce law expect republicans democrats gun owners nongun owners alike,expect fellow american follow law way enforce provision law right dont go doortodoor anything country enforce law expect republican democrat gun owner nongun owner alike,2,2,9,6,3,2
OROURKE,[' Talking about this progressive agenda and winning more votes than any Democrat has ever won. That’s the way that we defeat Donald Trump in November of 2020.'],talking progressive agenda winning votes democrat ever thats way defeat donald trump november 2020,talking progressive agenda winning vote democrat ever thats way defeat donald trump november 2020,0,0,9,2,2,0
SANDERS,"[' Well, Rachel, sadly, we have a president who is not only a pathological liar, he is likely the most corrupt president in the modern history of America. But we cannot simply be consumed by Donald Trump, because if we are, you know what, we’re going to lose the election. Right now, you got 87 million people who have no health insurance or are underinsured. We are facing the great existential crisis of our time in terms of climate change. You got 500,000 people sleeping out on the street and you got 18 million people paying half of their limited incomes for housing. What the American people understand is that the Congress can walk and chew bubble gum at the same time. In other words, we can deal with Trump’s corruption, but we also have to stand up for the working families of this country, we also have to stand up to the fact that our political system is corrupt, dominated by a handful of billionaires and that our economy is rigged, with three people owning more wealth than the bottom half of America. We can do it all when we rally the American people in the cause of justice.']",well rachel sadly president pathological liar likely corrupt president modern history cannot simply consumed donald trump know going lose election right got 87 million health insurance underinsured facing great existential crisis time terms climate change got 500000 sleeping street got 18 million paying half limited incomes housing understand congress walk chew bubble gum time words deal trumps corruption also stand working families country also stand fact political system corrupt dominated handful billionaires economy rigged three owning wealth bottom half rally cause justice,well rachel sadly president pathological liar likely corrupt president modern history cannot simply consumed donald trump know going lose election right got 87 million health insurance underinsured facing great existential crisis time term climate change got 500000 sleeping street got 18 million paying half limited income housing understand congress walk chew bubble gum time word deal trump corruption also stand working family country also stand fact political system corrupt dominated handful billionaire economy rigged three owning wealth bottom half rally cause justice,14,14,8,12,7,0
BOOKER,"[' But I’ll tell you this right now, this is the moment in America that this is our test, the spirit of our country, I believe in the values of rugged individualism and self-reliance, but think about our history, rugged individualism didn’t get us to the moon, it didn’t beat the Nazis, it didn’t map the human genome, it didn’t beat Jim Crow, everything we did in this country big and, Vice President, we have done so many big things, the fact that there’s an openly gay man, a black woman, all of us on the stage are because we in the past are all inheritors of a legacy of common struggle and common purpose.']",ill tell right moment test spirit country believe values rugged individualism selfreliance think history rugged individualism didnt get us moon didnt beat nazis didnt map human genome didnt beat jim crow everything country big vice president done many big things fact theres openly gay man black woman us stage past inheritors legacy common struggle common purpose,ill tell right moment test spirit country believe value rugged individualism selfreliance think history rugged individualism didnt get u moon didnt beat nazi didnt map human genome didnt beat jim crow everything country big vice president done many big thing fact there openly gay man black woman u stage past inheritor legacy common struggle common purpose,7,7,7,9,3,1
KLOBUCHAR,"[' This is how we build a coalition, so we don’t just beat Donald Trump, we bring the US Senate to some sense, we send Mitch McConnell packing, this is how we win. So if you want to join us, and remember that this won’t be for me a personal victory, it’ll be a national victory of someone that wins in red districts and suburban purple districts and bright blue districts every single time. If you want to join us, and if you believe that our work doesn’t end on election day, but begins on inauguration day, join us, amyklobuchar.com, thank you.']",build coalition dont beat donald trump bring us senate sense send mitch mcconnell packing win want join us remember wont personal victory itll national victory someone wins red districts suburban purple districts bright blue districts every single time want join us believe work doesnt end election day begins inauguration day join us amyklobucharcom thank,build coalition dont beat donald trump bring u senate sense send mitch mcconnell packing win want join u remember wont personal victory itll national victory someone win red district suburban purple district bright blue district every single time want join u believe work doesnt end election day begin inauguration day join u amyklobucharcom thank,6,6,7,8,3,1
KLOBUCHAR,"[' This is a pattern with this man and it goes to everything from how he has betrayed our farmers and our workers to what he has done with foreign affairs, leaving the Kurds for slaughter, sucking up to Vladimir Putin every minute of the day. That is what this guy does. And I think it is very, very important that we have a president that’s going to put our country first. So, I was thinking about this when I was at the Carter Presidential Museum and on the wall are etched the words of Walter Mondale when he looked back at their four years, not perfect. And he said this, “We told the truth, we obeyed the law, we kept the peace.” We told the truth, we obeyed the law, we kept the peace. That is the minimum that we should expect in a President of the United States.']",pattern man goes everything betrayed farmers workers done foreign affairs leaving kurds slaughter sucking vladimir putin every minute day guy think important president thats going put country first thinking carter presidential museum wall etched words walter mondale looked back four years perfect said “we told truth obeyed law kept peace” told truth obeyed law kept peace minimum expect president states,pattern man go everything betrayed farmer worker done foreign affair leaving kurd slaughter sucking vladimir putin every minute day guy think important president thats going put country first thinking carter presidential museum wall etched word walter mondale looked back four year perfect said “we told truth obeyed law kept peace” told truth obeyed law kept peace minimum expect president state,9,10,6,9,11,3
BOOKER,"[' Russia and Putin understand strength, and this president, time and time again, is showing moral weakness. He makes promises to the American people that he’s going to protect this nation. Well, instead of doing something to defeat ISIS, he’s now given them a foothold again. This is an American president that even right now is lying to the American public and saying he’s bringing our troops home. At the same time, he’s increasing troop presence with the Saudis while they’re involved in an unjust war that is killing tens of thousands of children in Yemen. This president is making us less safe. He is partnering more with Putin than he is with Merkel and Macron. As president of the United States, I will stop this and restore American integrity abroad.']",russia putin understand strength president time time showing moral weakness makes promises hes going protect nation well instead something defeat isis hes given foothold president even right lying public saying hes bringing troops home time hes increasing troop presence saudis theyre involved unjust war killing tens thousands children yemen president making us less safe partnering putin merkel macron president states stop restore integrity abroad,russia putin understand strength president time time showing moral weakness make promise he going protect nation well instead something defeat isi he given foothold president even right lying public saying he bringing troop home time he increasing troop presence saudi theyre involved unjust war killing ten thousand child yemen president making u le safe partnering putin merkel macron president state stop restore integrity abroad,9,8,11,8,10,2
BUTTIGIEG,"[' When David Duke ran for Congress… Ran for governor, the Republican Party, 20 years ago, ran away from him. Today they are supporting naked racism in the White House, or at best silent about it. And if you are watching this at home and you are a Republican member of Congress, consider the fact that, when the sun sets on your career and they are writing your story, of all the good and bad things you did in your life, the thing you will be remembered for is whether, in this moment, with this president, you found the courage to stand up to him or you continued to put party over country.']",david duke ran congress ran governor republican party 20 years ago ran away today supporting naked racism white house best silent watching home republican member congress consider fact sun sets career writing story good bad things life thing remembered whether moment president found courage stand continued put party country,david duke ran congress ran governor republican party 20 year ago ran away today supporting naked racism white house best silent watching home republican member congress consider fact sun set career writing story good bad thing life thing remembered whether moment president found courage stand continued put party country,6,7,6,8,6,0
BOOKER,"[' And I’m having deja vu all over again. I’m having deja vu all over again, ’cause we have another healthcare debate. And we’re not talking about the clear and existential threat in America, that we’re in a state that has had two Planned Parenthoods close. We are seeing all over this country women’s reproductive rights under attack, and God bless Kamala. But you know what women should not be the only ones taking up this cause and this fight.']",im deja vu im deja vu cause another healthcare debate talking clear existential threat state two planned parenthoods close seeing country womens reproductive rights attack god bless kamala know women ones taking cause fight,im deja vu im deja vu cause another healthcare debate talking clear existential threat state two planned parenthood close seeing country woman reproductive right attack god bless kamala know woman one taking cause fight,4,4,9,5,4,0
WARREN,"[' I believe that abortion rights are human rights. I believe that they are also economic rights. And protecting the right of a woman to be able to make decisions about her own body is fundamentally what we do and what we stand for as a Democratic Party. Understand this, when someone makes abortion illegal in America, rich women will still get abortions. It’s just going to fall hard on poor women. It’s going to fall hard on girls, women who don’t even know that they’re pregnant because they have been molested by an uncle. I want to be an America where everybody has a chance, and I know it could be a hard decision for people, but here’s the thing, when it comes down to that decision, a woman should be able to call on her mother, she should be able to call on her partner, she should be able to call on her priest or her rabbi, but the one entity that should not be in the middle of that decision is the government.']",believe abortion rights human rights believe also economic rights protecting right woman able make decisions body fundamentally stand democratic party understand someone makes abortion illegal rich women still get abortions going fall hard poor women going fall hard girls women dont even know theyre pregnant molested uncle want everybody chance know could hard decision heres thing comes decision woman able call mother able call partner able call priest rabbi one entity middle decision government,believe abortion right human right believe also economic right protecting right woman able make decision body fundamentally stand democratic party understand someone make abortion illegal rich woman still get abortion going fall hard poor woman going fall hard girl woman dont even know theyre pregnant molested uncle want everybody chance know could hard decision here thing come decision woman able call mother able call partner able call priest rabbi one entity middle decision government,11,12,7,9,4,5
WARREN,"[' Now, people who are struggling to pay healthcare are fighting today. People who are getting crushed by student loans are in a fight today. People who are getting stopped by the police, or paid less because of the color of their skin, are in a fight today. And anyone who doesn’t understand that Americans are already in these fights is not someone who’s likely to win them. For me this is about knowing what’s broken, knowing how to fix it. And yes, I’m willing to get out there and fight for it.']",struggling pay healthcare fighting today getting crushed student loans fight today getting stopped police paid less color skin fight today anyone doesnt understand americans already fights someone whos likely win knowing whats broken knowing fix yes im willing get fight,struggling pay healthcare fighting today getting crushed student loan fight today getting stopped police paid le color skin fight today anyone doesnt understand american already fight someone who likely win knowing whats broken knowing fix yes im willing get fight,5,5,7,6,3,0
HARRIS,"[' But this is a critical point, if a black child has a black teacher before the end of third grade, they are 13% more likely to go to college. If that child has had two black teachers before the end of third grade, they are 32% more likely to go to college. So when we talk about investing in our public education system, it is at the source of so much. When we fix it, that will fix so many other things. We must invest in the potential of our children.']",critical point black child black teacher end third grade 13 likely go college child two black teachers end third grade 32 likely go college talk investing public education system source much fix fix many things must invest potential children,critical point black child black teacher end third grade 13 likely go college child two black teacher end third grade 32 likely go college talk investing public education system source much fix fix many thing must invest potential child,4,5,4,7,2,0
HARRIS,"[' And I’m running for president because I believe that we have to have leadership in this country who has worked with and have the experience of working with all folks, and we’ve got to recreate the Obama coalition to win, and that means about women, that’s people of color, that’s our LSteve BullockTQ community, that’s working people, that’s our labor unions, but that is how we are going to win this election, and I intend to win.']",im running president believe leadership country worked experience working folks weve got recreate obama coalition win means women thats color thats lsteve bullocktq community thats working thats labor unions going win election intend win,im running president believe leadership country worked experience working folk weve got recreate obama coalition win mean woman thats color thats lsteve bullocktq community thats working thats labor union going win election intend win,4,4,9,5,1,2
HARRIS,"[' Well, it’s just being observant because he has committed crimes in plain sight. I mean, it’s shocking, but he told us who he was. Maya Angelou told us years ago, “Listen to somebody when they tell you who they are the first time.” During that election, Donald Trump told us he could shoot somebody on 5th Avenue and get away with it. And he has consistently since he won been selling out the American people. He’s been selling out working people, he’s been selling out our values, he’s been selling out national security and on this issue with Ukraine, he has been selling out our democracy. Our framers imagined this moment, a moment where we would have a corrupt president. And our framers, then, rightly designed our system of democracy to say there will be checks and balances. This is one of those moments. And so Congress must act.']",well observant committed crimes plain sight mean shocking told us maya angelou told us years ago “listen somebody tell first time” election donald trump told us could shoot somebody 5th avenue get away consistently since selling hes selling working hes selling values hes selling national security issue ukraine selling democracy framers imagined moment moment would corrupt president framers rightly designed system democracy say checks balances one moments congress must act,well observant committed crime plain sight mean shocking told u maya angelou told u year ago “listen somebody tell first time” election donald trump told u could shoot somebody 5th avenue get away consistently since selling he selling working he selling value he selling national security issue ukraine selling democracy framer imagined moment moment would corrupt president framer rightly designed system democracy say check balance one moment congress must act,10,10,9,11,8,1
WARREN,"[' So I think it is really important that we actually talk about what we’re willing to get in the fight for. And I just want to give one example around this. Kamala Harris rightly raised the question of economic justice. Let me give a specific example, and that is student loan debt. Right now in America, African-Americans are more likely to borrow money to go to college, borrow more money while they’re in college and have a harder time paying that debt off after they get out. Today in America, a new study came out, 20 years out, Whites who borrowed money, 94% of them have paid off their student loan debt, 5% of African-Americans have paid it off. I believe that means everyone on this stage should be embracing student loan debt forgiveness, it will help close the black-white wealth gap. Let’s do something tangible and real to make change in this country.']",think really important actually talk willing get fight want give one example around kamala harris rightly raised question economic justice let give specific example student loan debt right africanamericans likely borrow money go college borrow money theyre college harder time paying debt get today new study came 20 years whites borrowed money 94 paid student loan debt 5 africanamericans paid believe means everyone stage embracing student loan debt forgiveness help close blackwhite wealth gap lets something tangible real make change country,think really important actually talk willing get fight want give one example around kamala harris rightly raised question economic justice let give specific example student loan debt right africanamericans likely borrow money go college borrow money theyre college harder time paying debt get today new study came 20 year white borrowed money 94 paid student loan debt 5 africanamericans paid believe mean everyone stage embracing student loan debt forgiveness help close blackwhite wealth gap let something tangible real make change country,11,10,9,12,7,3
WARREN,"[' And the third, we want to get something done in America, we have to get out there and fight for the things that touch people’s lives.']",third want get something done get fight things touch peoples lives,third want get something done get fight thing touch people life,0,0,4,2,0,0
WARREN,"[' So, understand, taxing income is not going to get you where you need to be the way taxing wealth does, that the rich are not like you and me. The really, really billionaires are making their money off their accumulated wealth, and it just keeps growing. We need a wealth tax in order to make investments in the next generation. Look, I understand that this is hard, but I think as Democrats, we are going to succeed when we dream big and fight hard, not when we dream small and quit before we get started.']",understand taxing income going get need way taxing wealth rich like really really billionaires making money accumulated wealth keeps growing need wealth tax order make investments next generation look understand hard think democrats going succeed dream big fight hard dream small quit get started,understand taxing income going get need way taxing wealth rich like really really billionaire making money accumulated wealth keep growing need wealth tax order make investment next generation look understand hard think democrat going succeed dream big fight hard dream small quit get started,5,6,7,7,3,2
BUTTIGIEG,"[' Yes. Look, around the world, we will do whatever it takes to keep America safe. But I thought I was one of the last troops leaving Afghanistan, when I thought I was turning out the lights, years ago. Every time I see news about somebody being killed in Afghanistan, I think about what it was like. To hear an explosion over there and wonder whether it was somebody that I served with, somebody that I knew, a friend, roommate, colleague. We’re pretty close to the day when we will wake up to the news of a casualty in Afghanistan, who was not born on 9/11.']",yes look around world whatever takes keep safe thought one last troops leaving afghanistan thought turning lights years ago every time see news somebody killed afghanistan think like hear explosion wonder whether somebody served somebody knew friend roommate colleague pretty close day wake news casualty afghanistan born 911,yes look around world whatever take keep safe thought one last troop leaving afghanistan thought turning light year ago every time see news somebody killed afghanistan think like hear explosion wonder whether somebody served somebody knew friend roommate colleague pretty close day wake news casualty afghanistan born 911,6,6,7,9,8,10
BOOKER,"[' Well, first of all, I think we all agree that we need to bring in a lot more revenue in this country. We actually have a real problem with the tax rates, tax loopholes, tax cheats. And I don’t agree with the wealth tax, the way that Elizabeth Warren puts it. But I agree that we need to raise the estate tax. We need to tax capital gains as ordinary income. Real strategies will increase revenue. But here’s the challenge. We as Democrats need to fight for a just taxation system. But as I travel around the country, we Democrats also have to talk about how to grow wealth, as well. When I stood in church recently and asked folks in a black church how many people here want to be entrepreneurs, half the church raised their hands.']",well first think agree need bring lot revenue country actually real problem tax rates tax loopholes tax cheats dont agree wealth tax way elizabeth warren puts agree need raise estate tax need tax capital gains ordinary income real strategies increase revenue heres challenge democrats need fight taxation system travel around country democrats also talk grow wealth well stood church recently asked folks black church many want entrepreneurs half church raised hands,well first think agree need bring lot revenue country actually real problem tax rate tax loophole tax cheat dont agree wealth tax way elizabeth warren put agree need raise estate tax need tax capital gain ordinary income real strategy increase revenue here challenge democrat need fight taxation system travel around country democrat also talk grow wealth well stood church recently asked folk black church many want entrepreneur half church raised hand,9,9,7,10,9,6
BOOKER,"[' “So in school, we’re going to teach you how to hide.” There are more duck and cover drills, and shelter in place drills, in America now, than fire drills.']",“so school going teach hide” duck cover drills shelter place drills fire drills,“so school going teach hide” duck cover drill shelter place drill fire drill,0,0,6,4,1,0
